鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總樓層數Eng
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南二路18號十四樓,25.65,住,,,1071213,土地1建物1車位1,十四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010809.0,261.26,3,2,2,有,有,16600000,63538.0,坡道平面,17.06,0,,RPUNMLPKKHOFFAE28CA,138.66,25.66,0.0,,,24.0
前金區,房地(土地+建物),高雄市前金區新盛二街８７號八樓之３,7.94,商,,,1080122,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870804.0,65.98,2,2,2,有,有,3600000,54562.0,,0.0,0,,RPTPMLOKKHOFFAE28CA,43.78,5.99,0.0,,,14.0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術東八街102號十二樓,13.94,住,,,1080112,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920704.0,105.19,2,2,1,有,有,6350000,60367.0,坡道平面,23.82,0,,RPROMLKLKHOFFAE67CA,50.84,6.4,0.0,,,14.0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區中華一路８６２號十三樓,45.2,住,,,1071209,土地1建物1車位3,十三層,二十六層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050330.0,478.66,3,2,3,有,有,83306000,174467.0,坡道平面,44.16,7500000,附屬建物:雨遮不計價,RPVOMLMLKHOFFAE28CA,213.34,61.02,0.0,,,26.0
新興區,房地(土地+建物),高雄市新興區中正四路２５號、2樓之1、2樓之2,33.76,商,,,1080106,土地4建物3車位0,一層，騎樓,十層,華廈(10層含以下有電梯),,鋼筋混凝土造,720521.0,289.04,3,4,3,有,無,43500000,150498.0,,0.0,0,含增建或未登記建物。；,RPVOMLOKKHOFFBE48CA,234.74,6.14,0.0,,,10.0
苓雅區,房地(土地+建物),高雄市苓雅區澄清路７４巷４號三樓,49.5,住,,,1071216,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,691201.0,92.15,3,2,2,有,無,2600000,28215.0,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPQPMLPKKHOFFBE18CA,92.15,0.0,0.0,,,4.0
新興區,房地(土地+建物),高雄市新興區民生一路４０之６號,19.0,商,,,1080110,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),,鋼筋混凝土造,700630.0,93.39,3,1,2,有,無,4000000,42831.0,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPWNMLMLKHOFFBE38CA,93.39,0.0,0.0,,,7.0
苓雅區,房地(土地+建物),高雄市苓雅區建國一路６２巷４０弄１號,31.58,住,,,1080101,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,690421.0,79.39,3,1,1,有,無,5700000,71797.0,,0.0,0,,RPQNMLPJLHOFFBE97CA,79.39,0.0,0.0,,,5.0
小港區,房地(土地+建物)+車位,高雄市小港區中安路４３２號四樓,20.08,商,,,1080109,土地1建物1車位1,四層，電梯樓梯間,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830902.0,129.16,3,2,2,有,有,4270000,33060.0,坡道平面,0.0,0,,RPPNMLOKKHOFFCE87CA,87.16,11.39,0.0,,,8.0
前鎮區,房地(土地+建物),高雄市前鎮區瑞恩街１１１號二樓,19.84,住,,,1080102,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860401.0,120.47,3,2,2,有,無,4500000,37354.0,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPTOMLOKKHOFFCE38CA,78.07,13.85,0.0,,,7.0
前鎮區,房地(土地+建物),高雄市前鎮區二聖二巷22之6號,27.69,住,,,1080114,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,651008.0,67.58,3,2,2,有,無,3300000,48831.0,,0.0,0,,RPPNMLRKKHOFFCE18CA,67.58,0.0,0.0,,,4.0
前鎮區,房地(土地+建物)+車位,高雄市前鎮區光華二路１１號十五樓,18.54,住,,,1071213,土地2建物1車位1,十五層,十八層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060608.0,190.32,3,2,2,有,有,14790000,74484.0,坡道平面,15.25,1750000,,RPWNMLSKKHOFFCE98CA,88.58,26.33,0.0,,,18.0
前鎮區,房地(土地+建物)+車位,高雄市前鎮區南寧街８號九樓,10.61,住,,,1071214,土地2建物1車位1,九層,十八層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060608.0,109.2,2,2,1,有,有,9010000,77296.0,坡道機械,8.16,1200000,,RPXNMLSKKHOFFCE09CA,52.43,13.8,0.0,,,18.0
前鎮區,房地(土地+建物)+車位,高雄市前鎮區南寧街２０號十樓,16.75,住,,,1071223,土地2建物1車位1,十層,十八層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1060608.0,172.06,3,2,2,有,有,13500000,74294.0,坡道平面,15.25,1850000,,RPOOMLSKKHOFFCE28CA,88.8,13.66,0.0,,,18.0
小港區,房地(土地+建物),高雄市小港區港中街５０號五樓,36.8,住,,,1080110,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780822.0,126.02,3,2,2,有,無,1690000,13411.0,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPPPMLKLKHOFFCE77CA,102.72,5.55,0.0,,,5.0
前鎮區,房地(土地+建物),高雄市前鎮區瑞隆路１９４巷６弄５之２號,32.21,商,,,1080112,土地1建物1車位0,三層，電梯樓梯間,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,690808.0,80.89,3,2,1,有,無,2500000,30906.0,,0.0,0,,RPUOMLMLKHOFFCE38CA,80.89,0.0,0.0,,,5.0
前鎮區,房地(土地+建物),高雄市前鎮區瑞隆路６０７巷１１弄６號,49.0,住,,,1071202,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,580805.0,72.03,6,0,6,有,無,4650000,64556.0,,0.0,0,,RPVOMLMLKHOFFCE48CA,72.03,0.0,0.0,,,2.0
小港區,房地(土地+建物)+車位,高雄市小港區店仔後街７１號十一樓,17.79,住,,,1071222,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070509.0,134.74,2,1,1,有,有,5100000,38956.0,坡道平面,36.68,1280000,,RPPPMLMLKHOFFCE97CA,58.87,5.84,0.0,,,14.0
三民區,房地(土地+建物),高雄市三民區同盟三路２７２號十一樓之１,11.05,住,,,1080106,土地1建物1車位0,十一層，電梯樓梯間,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830728.0,154.83,4,2,2,有,有,5800000,37460.0,,0.0,0,,RPPNMLNKKHOFFDE87CA,118.88,9.18,0.0,,,24.0
三民區,房地(土地+建物),高雄市三民區中華二路２４８號,119.0,住,,,1071212,土地1建物1車位0,全,五層,透天厝,,鋼筋混凝土造,790108.0,622.12,9,5,9,有,無,31500000,50633.0,,0.0,0,,RPTOMLOKKHOFFDE48CA,584.12,38.0,0.0,,,5.0
三民區,房地(土地+建物),高雄市三民區漢口街２０１巷９號四樓,20.5,商,,,1071122,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,721026.0,83.61,3,2,2,有,無,3400000,40665.0,,0.0,0,,RPPOMLMLKHOFFDE97CA,76.48,7.13,0.0,,,5.0
三民區,房地(土地+建物),高雄市三民區順昌街９３號三樓之１,12.55,商,,,1071230,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990115.0,110.17,2,1,1,有,有,4600000,41754.0,,0.0,0,,RPUOMLMLKHOFFDE48CA,56.06,16.93,0.0,,,15.0
三民區,房地(土地+建物),高雄市三民區明賢街６３號二十二樓,7.6,住,,,1071231,土地1建物1車位0,二十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880519.0,136.93,3,2,2,有,有,7600000,55503.0,,0.0,0,,RPVOMLMLKHOFFDE58CA,93.03,13.92,0.0,,,27.0
三民區,房地(土地+建物),高雄市三民區民族巷６６號十一樓,5.56,商,,,1071017,土地1建物1車位0,十一層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1071031.0,73.74,2,1,1,有,有,4750000,64416.0,,0.0,0,,RPUOMLPLKHOFFDE78CA,43.23,4.26,0.0,,,29.0
三民區,房地(土地+建物),高雄市三民區民族巷６６號十五樓,5.56,商,,,1070630,土地1建物1車位0,十五層,二十九層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,1071031.0,73.74,2,1,1,有,有,4980000,67535.0,,0.0,0,,RPVOMLPLKHOFFDE88CA,43.23,4.26,0.0,,,29.0
三民區,房地(土地+建物)+車位,高雄市三民區九如一路５６５巷１號十二樓之４,11.97,商,,,1071229,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831114.0,177.74,4,2,2,有,有,7300000,41071.0,坡道平面,0.0,0,,RPPOMLQLKHOFFDE38CA,106.48,13.75,0.0,,,23.0
三民區,房地(土地+建物)+車位,高雄市三民區鼎新路８８之１號十四樓,18.5,住,,,1071220,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930804.0,140.05,3,2,2,有,有,5900000,42128.0,坡道平面,23.72,0,,RPUNMLOJLHOFFDE48CA,73.51,10.19,0.0,,,14.0
三民區,房地(土地+建物),高雄市三民區黃興路３５３巷６３號二樓,35.57,住,,,1071213,土地0建物1車位0,二層，電梯樓梯間,五層,公寓(5樓含以下無電梯),,鋼筋混凝土造,770623.0,121.39,2,1,2,有,有,3300000,27185.0,,0.0,0,,RPWNMLQJLHOFFDE88CA,109.44,11.95,0.0,,,5.0
左營區,房地(土地+建物)+車位,高雄市左營區華夏路１４７６號十樓,5.97,商,,,1080103,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840814.0,68.8,2,1,1,有,有,3880000,56395.0,坡道機械,0.0,0,,RPPOMLMKKHOFFEE97CA,40.6,9.9,0.0,,,16.0
楠梓區,房地(土地+建物),高雄市楠梓區芎蕉五街１２１號,145.13,住,,,1080109,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,980120.0,199.58,5,4,6,有,無,16250000,81421.0,,0.0,0,,RPQNMLNKKHOFFEE08CA,184.74,14.84,0.0,,,4.0
左營區,房地(土地+建物)+車位,高雄市左營區重立路１４８號七樓,19.23,住,,,1071231,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,見使用執照,880616.0,154.09,3,2,2,有,有,7550000,48997.0,坡道平面,0.0,0,,RPWNMLNKKHOFFEE68CA,81.06,13.65,0.0,,,14.0
左營區,房地(土地+建物)+車位,高雄市左營區文川路１６７巷１之１號十樓,9.9,住,,,1071221,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880120.0,112.02,2,2,1,有,有,4800000,42849.0,坡道平面,17.62,0,,RPPOMLNKKHOFFEE08CA,57.41,17.76,0.0,,,14.0
楠梓區,房地(土地+建物),高雄市楠梓區軍校路７６８巷１９號,59.0,住,,,1080110,土地1建物1車位0,全,二層,透天厝,,加強磚造,630325.0,70.94,3,1,2,有,無,4900000,69072.0,,0.0,0,,RPQNMLOKKHOFFEE18CA,70.94,0.0,0.0,,,2.0
楠梓區,房地(土地+建物),高雄市楠梓區芎蕉五街１５５號三樓之１２,9.6,住,,,1080128,土地1建物1車位0,三層,六層,套房(1房1廳1衛),住家用,見其它登記事項,900907.0,32.23,0,0,0,無,無,650000,20168.0,,0.0,0,,RPRNMLPKKHOFFEE38CA,18.79,2.23,0.0,,,6.0
左營區,房地(土地+建物)+車位,高雄市左營區安吉街２５１號十三樓之２,12.43,商,,,1080110,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951128.0,129.36,3,2,2,有,有,8100000,62616.0,坡道機械,0.0,0,,RPUNMLSKKHOFFEE98CA,77.1,5.11,0.0,,,15.0
左營區,房地(土地+建物),高雄市左營區文育路１９９號十二樓之２,18.51,住,,,1080106,土地2建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),見其它登記事項,鋼筋混凝土造,870209.0,141.62,4,2,2,有,有,5280000,37283.0,,0.0,0,,RPUNMLKLKHOFFEE28CA,97.81,8.36,0.0,,,13.0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區盛昌街３０６號九樓之５,10.56,商,,,1080111,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050224.0,124.46,3,2,2,有,有,5380000,43227.0,坡道機械,7.95,0,,RPTNMLLLKHOFFEE28CA,66.68,9.59,0.0,,,15.0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區通昌街９２號六樓,13.18,住,,,1071225,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070430.0,102.29,2,1,1,有,無,4620000,45166.0,坡道機械,0.0,0,,RPRNMLOLKHOFFEE38CA,48.15,5.28,0.0,,,15.0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區通昌街９０號二樓,22.12,住,,,1071227,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070430.0,189.99,3,2,2,有,無,7850000,41318.0,坡道平面,0.0,0,,RPSNMLOLKHOFFEE48CA,80.8,16.71,0.0,,,15.0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區通昌街９８號十三樓,12.31,住,,,1080108,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070430.0,100.2,2,1,1,有,無,4700000,46906.0,坡道機械,0.0,0,,RPTNMLOLKHOFFEE58CA,44.94,7.18,0.0,,,15.0
楠梓區,房地(土地+建物)+車位,高雄市楠梓區通昌街９６號五樓,12.3,住,,,1080114,土地0建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1070430.0,100.01,2,1,1,有,無,4450000,44496.0,坡道機械,0.0,0,,RPUNMLOLKHOFFEE68CA,44.91,7.08,0.0,,,15.0
橋頭區,房地(土地+建物),高雄市橋頭區仕豐南路１２３巷１號,171.0,住,,,1061119,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1071107.0,329.22,6,2,6,有,無,24180000,73446.0,,0.0,0,,RPUNMLMKLHOFFFE58CA,311.43,17.79,0.0,,,4.0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區新富路２２２號１４樓,20.94,住,,,1071221,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900610.0,187.88,4,2,2,有,有,7880000,41942.0,坡道平面,24.75,0,,RPOOMLPKKHOFFGE38CA,111.55,11.45,0.0,,,14.0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區文鳳路７７號,26.75,住,,,1071220,土地1建物1車位1,一層，夾層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,980331.0,182.36,5,2,3,有,有,12100000,66352.0,坡道平面,0.0,0,,RPSOMLLLKHOFFGE48CA,98.64,21.96,0.0,,,15.0
鳳山區,房地(土地+建物),高雄市鳳山區三商街１８７號,94.0,住,,,1071211,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,570615.0,90.87,3,3,3,有,無,8980000,98822.0,,0.0,0,,RPWPMLMLKHOFFGE09CA,90.87,0.0,0.0,,,2.0
大社區,房地(土地+建物),高雄市大社區翠屏路８４巷３３號五樓,6.46,住,,,1080125,土地1建物1車位0,五層,十九層,套房(1房1廳1衛),住家用,鋼筋混凝土造,830128.0,40.85,1,1,1,有,無,600000,14688.0,,0.0,0,,RPWNMLMKKHOFFIE98CA,22.48,4.14,0.0,,,19.0
大社區,房地(土地+建物),高雄市大社區三民路５７巷２號,57.0,住,,,1071225,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,620630.0,77.52,2,1,1,有,無,2950000,38055.0,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPPNMLOKKHOFFIE48CA,77.52,0.0,0.0,,,2.0
鳥松區,房地(土地+建物),高雄市鳥松區文華路５１號,105.0,住,,,1071219,土地2建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,930628.0,173.89,5,2,4,有,無,13000000,74760.0,,0.0,0,,RPSOMLSKKHOFFIE66CA,147.2,26.69,0.0,,,4.0
大社區,房地(土地+建物),高雄市大社區自由路１６０巷２５弄１６號,95.0,住,,,1080104,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1020501.0,183.28,4,2,3,有,無,9660000,52706.0,,0.0,0,,RPRNMLMLKHOFFIE58CA,160.24,23.04,0.0,,,3.0
鳥松區,房地(土地+建物)+車位,高雄市鳥松區忠義路282號八樓,16.71,住,,,1080112,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051107.0,104.69,2,2,1,有,有,5030000,48047.0,坡道機械,15.38,0,,RPSNMLLLKHOFFIE58CA,49.08,8.55,0.0,,,15.0
仁武區,房地(土地+建物),高雄市仁武區八德一路３３１之１號,78.82,住,,,1080112,土地0建物1車位0,全,四層,透天厝,見其他登記事項,見其他登記事項,1070417.0,225.19,5,2,5,有,無,15200000,67499.0,,0.0,0,,RPWNMLLLKHOFFIE98CA,202.4,22.79,0.0,,,4.0
大社區,房地(土地+建物),高雄市大社區金龍路４６巷４１號,107.0,住,,,1080101,土地1建物1車位0,全,三層,透天厝,,鋼筋混凝土造,780923.0,144.37,4,2,3,有,無,6500000,45023.0,,0.0,0,,RPPNMLLKLHOFFIE28CA,133.95,10.42,0.0,,,3.0
阿蓮區,房地(土地+建物),高雄市阿蓮區中正路５７２號,63.87,商,,,1080118,土地2建物1車位0,全,二層,透天厝,住商用,加強磚造,620904.0,80.58,3,1,3,有,無,9500000,117895.0,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPRNMLMKKHOFFJE58CA,80.58,0.0,0.0,,,2.0
大寮區,房地(土地+建物),高雄市大寮區永隆街１８２號,86.0,住,,,1071230,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,810613.0,218.85,6,2,3,有,無,5800000,26502.0,,0.0,0,含增建或未登記建物。；,RPQNMLMKKHOFFLE68CA,211.35,7.5,0.0,,,4.0
大寮區,房地(土地+建物),高雄市大寮區民智街92號,74.68,住,,,1071218,土地1建物1車位0,全,四層,透天厝,住商用,鋼筋混凝土造,940214.0,188.46,6,2,5,有,無,10000000,53062.0,,0.0,0,本不動產交易係屬賣清，內含相關稅費負擔。,RPVNMLOKKHOFFLE76CA,162.47,25.99,0.0,,,4.0
大寮區,房地(土地+建物),高雄市大寮區民和街５６號,61.0,住,,,1071227,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土造,740325.0,90.1,3,2,2,有,無,4900000,54384.0,,0.0,0,3樓增建搭鐵皮屋,RPPOMLMLKHOFFLE78CA,90.1,0.0,0.0,,,2.0
大寮區,房地(土地+建物),高雄市大寮區內厝路３１１號二樓,15.28,住,,,1071223,土地1建物1車位0,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830205.0,98.93,3,2,2,有,有,2410000,24361.0,,0.0,0,,RPOPMLRLKHOFFLE66CA,67.97,8.2,0.0,,,10.0
三民區,房地(土地+建物),高雄市三民區河堤路530之10號9樓,15.14,住,,,1080116,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861220.0,114.6,3,2,2,有,有,5800000,50611.0,,0.0,0,,RPQNMLMKKHOFFDE97DA,77.56,11.02,0.0,,,14.0
大寮區,房地(土地+建物),高雄市大寮區捷西路５２９號,106.0,農,,,1071020,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1071122.0,234.31,4,3,5,有,有,23500000,100294.0,,0.0,0,,RPUNMLRLKHOFFLE07CA,214.51,19.68,0.0,,,3.0
大寮區,房地(土地+建物),高雄市大寮區捷西路５１５號,106.0,農,,,1071015,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1071122.0,232.14,4,3,5,有,有,23000000,99078.0,,0.0,0,,RPPOMLRLKHOFFLE66CA,214.01,18.01,0.0,,,3.0
大寮區,房地(土地+建物),高雄市大寮區捷西路５０５號,106.0,農,,,1071015,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1071122.0,232.46,4,3,5,有,有,23600000,101523.0,,0.0,0,,RPQOMLRLKHOFFLE76CA,214.51,17.83,0.0,,,3.0
大寮區,房地(土地+建物),高雄市大寮區捷西路５０７號,106.0,農,,,1071015,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1071122.0,234.31,4,3,5,有,有,23600000,100721.0,,0.0,0,,RPROMLRLKHOFFLE86CA,214.51,19.68,0.0,,,3.0
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水里明誠四路118號十樓,22.43,商,,,1080107,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941006.0,220.94,4,2,2,有,有,12200000,55219.0,坡道平面,0.0,0,,RPPNMLLJKHOFFAE57CD,119.72,12.48,0.0,,,15.0
前鎮區,房地(土地+建物),高雄市前鎮區忠純里中華五路1007巷22之1號,23.61,住,,,1071230,土地1建物1車位0,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910619.0,137.89,3,2,2,有,有,7200000,52216.0,,0.0,0,,RPPNMLLJKHOFFCE77CD,88.52,6.78,0.0,,,14.0
鳥松區,房地(土地+建物),高雄市鳥松區?埔路２之２１號,153.08,住,,,1071023,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,811216.0,213.79,4,2,2,有,無,6500000,30404.0,,0.0,0,,RPWNMLOJLHOFFIE56CA,192.24,21.55,0.0,,,3.0
仁武區,房地(土地+建物),高雄市仁武區永昌三街７２巷３５號,76.2,住,,,1071217,土地3建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,990930.0,164.46,4,2,4,有,無,8350000,50772.0,,0.0,0,,RPQNMLQJLHOFFIE78CA,139.1,25.36,0.0,,,4.0
鳳山區,房地(土地+建物),高雄市鳳山區文澄街97之2號,23.76,住,,,1080113,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701026.0,90.13,3,2,2,有,有,3550000,39388.0,,0.0,0,,RPSNMLQLKHOFFGE88CA,82.23,7.9,0.0,,,7.0
鳳山區,房地(土地+建物),高雄市鳳山區黃埔路116巷55號3樓,20.8,住,,,1071229,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700901.0,65.08,3,2,1,有,無,1800000,27658.0,,0.0,0,,RPUNMLQLKHOFFGE09CA,65.08,0.0,0.0,,,5.0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區天興街203號,27.45,住,,,1071218,土地1建物1車位1,一層,六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,870824.0,134.19,3,2,1,有,無,5500000,40987.0,坡道平面,0.0,0,,RPQNMLOJLHOFFGE38CA,71.79,7.2,0.0,,,6.0
鳳山區,房地(土地+建物),高雄市鳳山區文武街１４９之２號,28.8,住,,,1080111,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710218.0,78.24,3,1,1,有,無,1750000,22367.0,,0.0,0,,RPPNMLPKKHOFFGE38CA,78.24,0.0,0.0,,,5.0
鳳山區,房地(土地+建物),高雄市鳳山區磳_里北賢街76巷28號,109.58,住,,,1080111,土地1建物1車位0,全,四層,透天厝,住家用,見其他登記事項,1071101.0,264.68,5,2,5,有,無,17580000,66420.0,,0.0,0,,RPVOMLPKKHOFFGE09CA,246.37,18.31,0.0,,,4.0
鳳山區,房地(土地+建物)+車位,高雄市鳳山區過勇路152號二樓,13.04,商,,,1080111,土地1建物1車位1,二層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050118.0,106.86,2,2,1,有,有,5050000,47258.0,坡道機械,0.0,0,,RPPNMLRKKHOFFGE58CA,52.08,8.97,0.0,,,11.0
大樹區,房地(土地+建物),高雄市大樹區友隆２５號,161.42,,一般農業區,丙種建築用地,1071228,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,691114.0,87.12,3,2,2,有,無,3100000,35583.0,,0.0,0,,RPPOMLNKKHOFFGE28CA,87.12,0.0,0.0,,,2.0
梓官區,房地(土地+建物),高雄市梓官區大舍西路２１巷３６號,60.22,,鄉村區,乙種建築用地,1080121,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,660119.0,86.52,3,2,2,有,無,3100000,35830.0,,0.0,0,含增建或未登記建物。；有整理,RPXOMLQJLHOFFFE66CA,86.52,0.0,0.0,,,2.0
梓官區,房地(土地+建物),高雄市梓官區展寶路永生巷１號,103.04,,鄉村區,乙種建築用地,1080119,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,670101.0,104.72,4,2,3,有,無,3000000,28648.0,,0.0,0,含增建或未登記建物。；,RPQNMLRJLHOFFFE58CA,104.72,0.0,0.0,,,2.0
燕巢區,房地(土地+建物),高雄市燕巢區燕新一街１０６號,116.08,住,,,1080106,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,930816.0,209.63,6,2,3,有,無,6950000,33154.0,,0.0,0,含增建或未登記建物。；,RPSNMLOKKHOFFFE48CA,200.64,8.99,0.0,,,4.0
左營區,房地(土地+建物)+車位,高雄市左營區新莊一路７５號十一樓,19.59,住,,,1071206,土地1建物1車位1,十一層,二十一層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1050223.0,199.49,3,2,2,有,有,11600000,58148.0,坡道平面,36.27,0,,RPWOMLNLKHOFFEE88CA,87.01,12.69,0.0,,,21.0
楠梓區,房地(土地+建物),高雄市楠梓區土庫二路１８８號四樓之５,8.74,住,,,1080110,土地2建物1車位0,四層,二十層,住宅大樓(11層含以上有電梯),見其它登記事項,見其它登記事項,1030626.0,82.93,2,1,1,有,有,3850000,46425.0,,0.0,0,附家俱，家電,RPQOMLNLKHOFFEE28CA,46.68,7.24,0.0,,,20.0
楠梓區,房地(土地+建物),高雄市楠梓區久昌街１３５巷１４弄４８號,58.58,住,,,1071225,土地2建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1010605.0,98.55,4,2,3,有,無,5000000,50736.0,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPRPMLNLKHOFFEE48CA,89.06,9.48,0.0,,,3.0
左營區,房地(土地+建物)+車位,高雄市左營區華夏路３３７巷６號七樓,20.22,住,,,1080109,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010615.0,210.76,3,2,2,有,有,12600000,59784.0,坡道平面,28.04,0,,RPPNMLOKKHOFFEE08CA,104.01,15.24,0.0,,,15.0
