鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,總樓層數Eng
太平區,房地(土地+建物)+車位,臺中市太平區宜佳街４１巷１０號五樓,41.07,住,,,1080226,土地1建物1車位1,五層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,790702.0,161.91,4,2,2,有,有,4800000,29646.0,坡道平面,0.0,0,含增建或未登記建物。；,RPUNMLKKMHOFFJB58CA,118.03,0.0,8.63,,,5.0
烏日區,房地(土地+建物),臺中市烏日區中山路一段５３３號十樓之３,13.54,住,,,1080311,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040925.0,126.95,3,2,2,有,有,7600000,59866.0,,0.0,0,,RPSPMLTLMHOFFIB86CA,67.42,1.56,16.71,,,14.0
大里區,房地(土地+建物),臺中市大里區永興路２０５巷２１弄５號五樓,31.0,住,,,1080307,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,781008.0,148.59,3,2,2,有,有,5300000,35669.0,,0.0,0,,RPQOMLQLMHOFFIB88CA,97.93,0.0,3.46,,,6.0
大里區,房地(土地+建物),臺中市大里區立仁路２２２巷４７號,131.98,,鄉村區,乙種建築用地,1080302,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,1050720.0,315.96,5,3,3,有,無,20420000,64628.0,,0.0,0,,RPTNMLPLMHOFFIB98CA,278.36,0.0,37.6,,,5.0
大里區,房地(土地+建物)+車位,臺中市大里區爽文路１０８２號十一樓之２,13.43,商,,,1060521,土地1建物1車位1,十一層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080104.0,175.86,3,2,2,有,有,11320000,74191.0,坡道平面,36.76,1000000,,RPROMLLLMHOFFIB48CA,81.3,1.89,9.33,,,22.0
烏日區,房地(土地+建物),臺中市烏日區五光路３５巷１４號,89.09,,特定農業區,甲種建築用地,1080123,土地3建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,840721.0,178.37,4,1,2,有,無,7700000,43169.0,,0.0,0,,RPRNMLMLMHOFFIB48CA,159.85,5.66,12.86,,,4.0
大里區,房地(土地+建物),臺中市大里區塗城路７１３巷１５之５號,13.27,住,,,1080228,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,800110.0,75.49,2,2,1,有,有,2890000,38283.0,,0.0,0,,RPVNMLLKMHOFFIB68CA,45.84,0.0,10.33,,,7.0
大里區,房地(土地+建物)+車位,臺中市大里區爽文路１０８２號三樓之３,12.45,商,,,1070222,土地1建物1車位1,三層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080104.0,163.17,3,2,2,有,有,9680000,69852.0,坡道平面,36.76,850000,,RPVPMLKLMHOFFIB88CA,76.99,0.0,7.09,,,22.0
大里區,房地(土地+建物)+車位,臺中市大里區爽文路１０８２號三樓之５,12.48,商,,,1070128,土地1建物1車位1,三層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080104.0,163.76,3,2,2,有,有,9680000,69528.0,坡道平面,36.76,850000,,RPWPMLKLMHOFFIB98CA,76.31,0.0,8.18,,,22.0
大里區,房地(土地+建物)+車位,臺中市大里區爽文路１０８２號十四樓之２,13.43,商,,,1060527,土地1建物1車位1,十四層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080104.0,175.86,3,2,2,有,有,11550000,75845.0,坡道平面,36.76,1000000,,RPXPMLKLMHOFFIB09CA,81.3,1.89,9.33,,,22.0
